순위,카테고리,채널명,구독자수,조회수,비디오수
1,음악/댄스/가수,BLACKPINK,"70,200,000","21,457,090,000",395
2,음악/댄스/가수,HYBE LABELS,"63,000,000","20,496,840,000",725
3,음악/댄스/가수,BANGTANTV,"61,500,000","14,077,940,000","1,646"
4,음악/댄스/가수,SMTOWN,"29,300,000","23,016,410,000","3,779"
5,키즈/어린이,Boram Tube Vlog [보람튜브 브이로그],"26,500,000","11,052,880,000",223
6,음악/댄스/가수,1MILLION Dance Studio,"24,600,000","6,930,370,000","3,396"
7,음악/댄스/가수,1theK (원더케이),"23,700,000","21,358,840,000","15,675"
8,음악/댄스/가수,JYP Entertainment,"23,000,000","15,004,820,000","1,429"
9,음악/댄스/가수,Mnet K-POP,"19,000,000","13,974,230,000","26,841"
10,음악/댄스/가수,JFlaMusic,"17,400,000","3,501,980,000",281
11,TV/방송,KBS WORLD TV,"17,200,000","12,905,050,000","54,160"
12,음식/요리/레시피,Jane ASMR 제인,"15,500,000","5,510,780,000","1,300"
13,음악/댄스/가수,officialpsy,"15,300,000","8,844,390,000",91
14,미분류,AdeleVEVO,"15,200,000","10,505,050,000",49
15,음악/댄스/가수,BIGBANG,"13,900,000","6,835,120,000",773
16,음악/댄스/가수,TWICE,"12,600,000","2,692,060,000",705
17,미분류,Saturday Night Live,"12,400,000","12,565,100,000","7,780"
18,음식/요리/레시피,Hongyu ASMR 홍유,"10,900,000","3,144,660,000",421
19,키즈/어린이,Nao FunFun,"10,700,000","4,450,000",37
21,음악/댄스/가수,Stone Music Entertainment,"10,100,000","8,264,600,000","8,335"
20,키즈/어린이,DuDuPopTOY,"10,100,000","4,523,780,000","1,909"
22,키즈/어린이,핑크퐁 (인기 동요・동화),"9,930,000","6,000,450,000","2,386"
23,TV/방송,MBCkpop,"9,610,000","7,627,260,000","41,620"
24,키즈/어린이,Toymong tv 토이몽TV,"9,560,000","3,950,230,000","1,925"
25,키즈/어린이,Larva TUBA,"9,530,000","4,177,810,000","2,986"
26,키즈/어린이,서은이야기[SeoeunStory],"9,420,000","4,059,810,000","1,051"
27,음악/댄스/가수,Mnet TV,"8,670,000","10,085,260,000","19,204"
28,음악/댄스/가수,EXO,"8,540,000","529,000,000",218
29,뉴스/정치/사회,MBCentertainment,"8,490,000","14,898,780,000","88,219"
30,음악/댄스/가수,iKON,"8,420,000","2,161,740,000",470
31,음식/요리/레시피,[햄지]Hamzy,"8,400,000","2,503,380,000",368
32,음악/댄스/가수,TOMORROW X TOGETHER OFFICIAL,"8,290,000","584,700,000",906
33,음악/댄스/가수,Stray Kids,"8,050,000","1,314,470,000",520
34,TV/방송,M2,"7,840,000","5,972,430,000","15,055"
35,해외,Serie A,"7,660,000","2,585,610,000","21,226"
36,키즈/어린이,MariAndKids,"7,530,000","2,321,200,000",809
37,키즈/어린이,SonicToy소닉토이,"7,260,000","3,005,250,000",163
38,음악/댄스/가수,SEVENTEEN,"7,250,000","2,387,630,000",969
39,음악/댄스/가수,이지금 [IU Official],"7,150,000","1,150,010,000",134
40,음식/요리/레시피,쏘영 Ssoyoung,"7,090,000","1,036,380,000",594
41,뉴스/정치/사회,JTBC Entertainment,"7,000,000","10,106,300,000","66,614"
42,음식/요리/레시피,문복희 Eat with Boki,"6,990,000","1,641,030,000",500
43,음악/댄스/가수,Sungha Jung,"6,790,000","1,890,640,000","1,282"
44,미분류,DJSnakeVEVO,"6,590,000","6,437,220,000",51
45,TV/방송,KBS Kpop,"6,550,000","5,094,690,000","30,708"
46,음악/댄스/가수,ALL THE K-POP,"6,520,000","4,001,120,000","21,040"
48,미분류,Pixar,"6,510,000","3,204,930,000",691
47,음악/댄스/가수,YG ENTERTAINMENT,"6,510,000","1,657,980,000",389
49,음악/댄스/가수,MAMAMOO,"6,380,000","1,785,590,000",623
50,음악/댄스/가수,ITZY,"6,310,000","1,189,220,000",497
51,TV/방송,스브스케이팝 / SBS KPOP,"6,190,000","4,239,860,000","27,486"
52,키즈/어린이,서은일상이야기,"6,140,000","2,315,810,000",618
53,음악/댄스/가수,GOT7,"6,130,000","778,110,000",579
54,TV/방송,SBS Entertainment,"5,940,000","7,060,390,000","218,557"
56,회사/오피셜,Samsung,"5,920,000","1,274,960,000","1,629"
55,TV/방송,tvN drama,"5,920,000","6,033,590,000","37,708"
57,패션/미용,PONY Syndrome,"5,890,000","363,260,000",195
58,TV/방송,SBS Drama,"5,780,000","6,107,230,000","341,671"
59,키즈/어린이,[장난감티비]TOYTV,"5,760,000","2,814,870,000","1,520"
60,키즈/어린이,미니특공대TV,"5,680,000","3,197,110,000","1,172"
61,키즈/어린이,스위트티비 SweetTV,"5,610,000","2,706,040,000",511
62,음식/요리/레시피,야미보이 Yummyboy,"5,500,000","1,999,430,000",897
63,음악/댄스/가수,2NE1,"5,370,000","1,993,970,000",321
64,음식/요리/레시피,백종원의 요리비책 Paik's Cuisine,"5,230,000","576,470,000",365
65,키즈/어린이,콩순이 • 시크릿 쥬쥬 [Kongsuni • Secret Jouju],"5,190,000","4,609,770,000","1,280"
66,BJ/인물/연예인,[Awesome Haeun]어썸하은,"5,170,000","817,970,000",512
67,음식/요리/레시피,tzuyang쯔양,"5,000,000","762,910,000",289
68,음악/댄스/가수,starshipTV,"4,970,000","2,896,080,000","1,987"
69,키즈/어린이,ToyMart TV,"4,920,000","2,149,150,000",651
70,키즈/어린이,베이비버스 -인기 동요・동화,"4,880,000","3,300,420,000","1,333"
71,키즈/어린이,TOY GUMA,"4,810,000","1,587,890,000",306
72,음악/댄스/가수,BT21,"4,780,000","392,300,000",208
73,뉴스/정치/사회,SBS NOW / SBS 공식 채널,"4,750,000","4,754,900,000","20,468"
74,음악/댄스/가수,TREASURE (트레저),"4,680,000","932,870,000",288
75,음악/댄스/가수,Red Velvet,"4,620,000","715,610,000",153
76,TV/방송,KBS Entertain,"4,600,000","7,408,330,000","102,574"
81,음악/댄스/가수,NCT,"4,580,000","326,820,000",247
77,키즈/어린이,With Kids Playground [위드키즈 놀이터],"4,580,000","1,716,340,000",411
78,음식/요리/레시피,떵개떵,"4,570,000","2,602,700,000","4,434"
79,음식/요리/레시피,푸메Fume,"4,560,000","935,920,000",499
80,음악/댄스/가수,ASTRO 아스트로,"4,540,000","448,380,000",470
83,키즈/어린이,뽀로로(Pororo),"4,480,000","6,066,130,000","3,695"
82,BJ/인물/연예인,영국남자 Korean Englishman,"4,480,000","1,454,470,000",444
84,TV/방송,MBCdrama,"4,470,000","5,052,550,000","54,871"
85,음식/요리/레시피,하루한끼 one meal a day,"4,400,000","427,920,000",172
86,TV/방송,채널 NCT DAILY,"4,310,000","762,190,000",467
87,음식/요리/레시피,Cooking tree 쿠킹트리,"4,290,000","399,840,000","1,179"
88,키즈/어린이,슈슈토이 Shushu ToysReview,"4,280,000","1,602,530,000",634
89,음악/댄스/가수,NCT 127,"4,270,000","482,260,000",289
93,게임,EA SPORTS FIFA,"4,250,000","803,080,000",795
92,음악/댄스/가수,NCT DREAM,"4,250,000","479,110,000",244
91,TV/방송,JTBC Drama,"4,250,000","4,359,340,000","23,431"
90,애완/반려동물,SBS TV동물농장x애니멀봐,"4,250,000","3,887,770,000","3,182"
94,음악/댄스/가수,Raon Lee,"4,230,000","956,190,000",294
95,음식/요리/레시피,까니짱 [ G-NI ],"4,200,000","1,107,290,000",535
96,키즈/어린이,로미유 스토리[Romiyu Story],"4,170,000","1,095,240,000",434
97,음식/요리/레시피,[Dorothy]도로시,"4,160,000","998,000,000",905
98,취미/라이프,JaeYeol ASMR 재열,"3,980,000","1,096,060,000","1,018"
99,키즈/어린이,CoCosToy 꼬꼬스토이,"3,880,000","2,187,780,000",652
100,BJ/인물/연예인,허팝Heopop,"3,840,000","3,260,020,000","1,900"
101,TV/방송,워크맨-Workman,"3,790,000","743,430,000",154
103,애완/반려동물,크림히어로즈,"3,780,000","1,415,780,000","1,011"
102,음악/댄스/가수,WINNER,"3,780,000","1,204,270,000",446
104,키즈/어린이,Lime Tube[라임튜브],"3,740,000","2,646,690,000","1,808"
105,BJ/인물/연예인,waveya 2011,"3,730,000","1,356,390,000",710
106,음악/댄스/가수,백현 Baekhyun,"3,690,000","46,310,000",16
107,BJ/인물/연예인,ARTBEAT,"3,640,000","945,030,000","1,202"
108,키즈/어린이,Milana FamilyShow[EN],"3,620,000","984,010,000",187
109,TV/방송,채널 십오야,"3,610,000","748,380,000",510
110,TV/방송,TV-People,"3,600,000","4,063,220,000","18,282"
111,TV/방송,KBS Drama,"3,560,000","4,459,100,000","116,772"
112,회사/오피셜,Billboard,"3,480,000","1,165,110,000","7,077"
113,TV/방송,딩고 뮤직 / dingo music,"3,460,000","1,273,920,000","1,609"
114,키즈/어린이,제이제이 튜브 [JJ Tube],"3,450,000","2,165,340,000",500
115,취미/라이프,drawholic,"3,430,000","383,690,000",355
117,음악/댄스/가수,ROSÉ Official,"3,350,000","13,090,000",3
116,TV/방송,솔라시도 solarsido,"3,350,000","213,570,000",272
119,TV/방송,tvN,"3,330,000","4,859,780,000","60,957"
118,키즈/어린이,리월드RIWORLD,"3,330,000","1,255,450,000",181
120,음악/댄스/가수,KARD,"3,300,000","615,770,000",315
122,음악/댄스/가수,(G)I-DLE (여자)아이들 (Official YouTube Channel),"3,280,000","1,024,920,000",203
121,키즈/어린이,EBS 키즈,"3,280,000","4,153,180,000","19,343"
123,키즈/어린이,미니팡TV,"3,260,000","2,265,520,000",634
124,음악/댄스/가수,STUDIO CHOOM [스튜디오 춤],"3,240,000","1,295,950,000",808
125,음악/댄스/가수,imlisarhee,"3,230,000","455,590,000",576
126,키즈/어린이,키즈팡TV,"3,210,000","2,005,360,000","1,951"
127,키즈/어린이,럭키강이 LuckyKang i,"3,170,000","1,373,260,000","1,278"
128,키즈/어린이,MariAndToys,"3,150,000","569,790,000",208
129,미분류,MayTree,"3,140,000","480,910,000",151
130,TV/방송,tvN D ENT,"3,130,000","5,763,920,000","16,284"
131,영화/만화/애니,장삐쭈,"3,080,000","1,405,680,000",390
133,스포츠/운동,피지컬갤러리,"3,060,000","520,580,000",628
132,키즈/어린이,카 로봇 Car Robot,"3,060,000","1,798,410,000","3,534"
134,음식/요리/레시피,5 분 Tricks,"3,050,000","1,083,890,000","3,239"
135,취미/라이프,사나고 Sanago,"3,030,000","406,070,000",146
136,음식/요리/레시피,유디티TV,"3,010,000","614,810,000","1,027"
137,음식/요리/레시피,FRAN,"3,000,000","1,070,450,000","1,797"
138,취미/라이프,Thankyou BUBU,"2,980,000","487,620,000",134
140,TV/방송,옛드 : 옛날 드라마 [드라맛집],"2,920,000","5,266,490,000","46,244"
139,음악/댄스/가수,새송 Saesong,"2,920,000","295,850,000",252
142,취미/라이프,odg,"2,890,000","486,790,000",125
141,TV/방송,JTBC Voyage,"2,890,000","3,390,880,000","7,694"
143,음악/댄스/가수,HyunA,"2,860,000","395,480,000",71
144,음식/요리/레시피,양수빈,"2,850,000","505,880,000",244
145,키즈/어린이,헤이지니 Hey Jini,"2,800,000","1,755,080,000","1,252"
146,음악/댄스/가수,JAY PARK,"2,770,000","708,360,000",137
147,음식/요리/레시피,한세 HANSE,"2,740,000","385,990,000",573
148,취미/라이프,팬케이Pan K The Pancake Artist,"2,730,000","831,350,000",550
149,TV/방송,런닝맨 - 스브스 공식 채널,"2,700,000","3,600,830,000","53,768"
150,음악/댄스/가수,Jessi,"2,690,000","412,910,000",56
151,뉴스/정치/사회,YTN news,"2,670,000","6,035,890,000","572,135"
153,뉴스/정치/사회,TVCHOSUN - TV조선,"2,650,000","4,369,030,000","67,253"
152,음식/요리/레시피,나도Nado,"2,650,000","701,920,000",713
154,음악/댄스/가수,AKMU,"2,630,000","705,570,000",148
155,음식/요리/레시피,지현꿍,"2,590,000","224,410,000",97
156,음식/요리/레시피,푸드킹덤 Food Kingdom,"2,570,000","959,480,000",852
158,취미/라이프,ASMR PPOMO,"2,540,000","684,280,000",423
157,TV/방송,PLAYLIST ORIGINALS 플레이리스트 오리지널,"2,540,000","986,020,000",695
159,TV/방송,ATEEZ,"2,520,000","277,580,000",379
160,음악/댄스/가수,GIRLS' GENERATION,"2,490,000","174,270,000",79
162,음식/요리/레시피,ZOEY ASMR 조이,"2,470,000","574,390,000",657
161,키즈/어린이,Boys Playtime,"2,470,000","1,181,060,000",462
163,키즈/어린이,ToyFamily,"2,450,000","420,000",38
165,음식/요리/레시피,애정 Aejeong,"2,440,000","396,890,000",429
164,키즈/어린이,보라미TV BoramiTV,"2,440,000","843,710,000",595
166,TV/방송,EBSDocumentary (EBS 다큐),"2,420,000","2,184,200,000","29,074"
167,음악/댄스/가수,THEBLACKLABEL,"2,390,000","527,250,000",120
168,키즈/어린이,꼬마버스 타요,"2,370,000","1,822,890,000","2,358"
170,스포츠/운동,김종국 GYM JONG KOOK,"2,360,000","89,150,000",26
169,게임,도티 TV,"2,360,000","2,681,250,000","3,271"
171,BJ/인물/연예인,JOLLY,"2,330,000","530,370,000",358
172,BJ/인물/연예인,International Couple[사샤와 제이],"2,320,000","264,060,000",159
173,음악/댄스/가수,United CUBE (CUBE Entertainment Official YouTube Channel),"2,310,000","726,720,000","1,574"
175,뉴스/정치/사회,SBS Catch,"2,300,000","2,222,630,000","3,584"
174,BJ/인물/연예인,와썹맨-Wassup Man,"2,300,000","314,460,000",178
176,음악/댄스/가수,창현노래방,"2,280,000","282,070,000",824
177,BJ/인물/연예인,흔한남매,"2,270,000","2,242,420,000",824
180,음악/댄스/가수,여자친구 GFRIEND OFFICIAL,"2,250,000","464,420,000",515
179,BJ/인물/연예인,VIVA DANCE STUDIO,"2,250,000","395,870,000","2,278"
178,패션/미용,RISABAE,"2,250,000","269,990,000",377
182,음악/댄스/가수,채널 NCT MUSIC,"2,240,000","171,640,000",29
181,음악/댄스/가수,SHINee,"2,240,000","214,750,000",155
185,음악/댄스/가수,MONSTA X,"2,230,000","280,510,000",113
184,BJ/인물/연예인,엔조이커플enjoycouple,"2,230,000","818,210,000",557
183,영화/만화/애니,총몇명,"2,230,000","806,590,000",327
187,해외,The Wiggles,"2,220,000","2,652,030,000",676
186,음악/댄스/가수,The K-POP,"2,220,000","649,710,000","8,062"
189,미분류,GH'S,"2,210,000","934,370,000",122
188,키즈/어린이,MariAndFriends,"2,210,000","1,522,380,000","1,807"
191,TV/방송,스브스 예능맛집,"2,200,000","1,700,220,000","3,600"
190,키즈/어린이,또봇 V · 메탈리온 [Tobot V · Metalions],"2,200,000","2,744,880,000","1,913"
195,BJ/인물/연예인,진용진,"2,190,000","659,600,000",433
194,음악/댄스/가수,SUPER JUNIOR,"2,190,000","112,820,000",219
193,음악/댄스/가수,official IZ*ONE,"2,190,000","579,450,000",270
192,BJ/인물/연예인,해그린달 haegreendal,"2,190,000","90,790,000",60
196,음악/댄스/가수,채널 NCT DANCE,"2,180,000","194,080,000",42
197,음식/요리/레시피,꿀키honeykki,"2,160,000","269,100,000",429
198,음식/요리/레시피,흥삼이네 Heungsam's Family,"2,140,000","1,069,350,000","1,416"
199,키즈/어린이,"토닥토닥 꼬모 - 애니메이션, 동요, 놀이","2,130,000","2,517,730,000",872
201,음악/댄스/가수,OfficialGDRAGON,"2,110,000","66,120,000",0
200,음악/댄스/가수,4Minute 포미닛(Official YouTube Channel),"2,110,000","1,268,430,000",82
202,게임,감스트GAMST,"2,100,000","1,447,090,000","4,470"
205,음악/댄스/가수,헨리 Henry Lau,"2,090,000","190,800,000",175
204,키즈/어린이,[wonderkids TV] 원더키즈 TV,"2,090,000","923,880,000",939
203,애완/반려동물,수리노을SuriNoel,"2,090,000","728,970,000","1,061"
207,영화/만화/애니,레이디버그TV,"2,070,000","124,830,000",221
206,BJ/인물/연예인,공대생 변승주 DS,"2,070,000","1,445,830,000","1,515"
209,TV/방송,보길 bogil,"2,050,000","821,430,000","1,118"
208,교육/강의,디바제시카DeevaJessica,"2,050,000","862,120,000","2,981"
210,음식/요리/레시피,Chihun ASMR 치훈,"2,040,000","363,980,000",463
211,교육/강의,올리버쌤,"2,030,000","552,120,000",642
212,TV/방송,퇴경아 약먹자,"2,020,000","340,570,000",662
213,IT/기술/컴퓨터,ITSub잇섭,"2,010,000","637,160,000",836
216,음악/댄스/가수,KQ ENTERTAINMENT,"2,000,000","719,250,000",319
215,음악/댄스/가수,CL Official Channel,"2,000,000","212,870,000",66
214,키즈/어린이,캐리TV 장난감친구들,"2,000,000","2,690,300,000","2,736"
217,음식/요리/레시피,JerryPop,"1,990,000","721,560,000",414
218,게임,잠뜰 TV,"1,980,000","2,595,810,000","2,908"
219,음식/요리/레시피,도남이먹방Donam,"1,960,000","637,440,000",832
222,음악/댄스/가수,woolliment,"1,950,000","773,910,000",805
221,뉴스/정치/사회,SBS 뉴스,"1,950,000","3,073,980,000","119,397"
220,키즈/어린이,Toy Wizard [토이위자드],"1,950,000","721,270,000",643
223,음악/댄스/가수,CHEN,"1,940,000","32,080,000",10
224,TV/방송,아는형님 Knowingbros,"1,930,000","865,910,000","1,814"
225,음악/댄스/가수,EXID_OFFICIAL,"1,920,000","652,240,000",332
227,애완/반려동물,밀키복이탄이MilkyBokiTan,"1,910,000","581,200,000",387
226,키즈/어린이,뉴욕이네,"1,910,000","866,940,000",756
228,음식/요리/레시피,FoodieBoy 푸디보이,"1,890,000","660,570,000","1,140"
231,뉴스/정치/사회,채널A,"1,880,000","2,190,840,000","24,169"
230,교육/강의,슈카월드,"1,880,000","297,560,000",978
229,교육/강의,데이브 World of Dave,"1,880,000","454,660,000",647
232,TV/방송,tvN D STUDIO,"1,870,000","576,000,000","1,089"
233,키즈/어린이,캐릭온 TV,"1,840,000","1,900,420,000",737
236,음악/댄스/가수,ARIRANG K-POP,"1,830,000","735,370,000","28,274"
235,뉴스/정치/사회,JTBC News,"1,830,000","2,880,420,000","124,151"
234,취미/라이프,Imaginative Guy,"1,830,000","587,190,000",118
237,영화/만화/애니,CheezeFilm,"1,810,000","437,580,000",219
241,키즈/어린이,Dollightful,"1,800,000","279,400,000",151
240,음악/댄스/가수,A-YEON,"1,800,000","209,450,000",60
239,음악/댄스/가수,셀프어쿠스틱selfacoustic,"1,800,000","427,430,000",159
238,음식/요리/레시피,ASMR Suna 꿀꿀선아,"1,800,000","433,990,000",324
244,음악/댄스/가수,DAY6,"1,790,000","286,220,000",359
243,음악/댄스/가수,loonatheworld,"1,790,000","628,080,000","1,058"
242,영화/만화/애니,고몽,"1,790,000","751,670,000",449
246,스포츠/운동,Allblanc TV,"1,780,000","199,260,000",365
245,음악/댄스/가수,BTOB 비투비 (Official YouTube Channel),"1,780,000","447,860,000",615
247,영화/만화/애니,짤툰,"1,770,000","1,034,260,000",557
250,음악/댄스/가수,비몽,"1,760,000","929,140,000","4,577"
249,게임,악동 김블루,"1,760,000","1,032,860,000",811
248,키즈/어린이,꾹TV(Kkuk TV),"1,760,000","1,042,100,000","1,417"
252,음악/댄스/가수,MLD ENTERTAINMENT,"1,750,000","710,120,000",603
251,IT/기술/컴퓨터,밝은 면 Bright Side Korea,"1,750,000","464,450,000","3,516"
256,뉴스/정치/사회,MBCNEWS,"1,740,000","4,096,660,000","124,516"
255,패션/미용,Wishtrend TV,"1,740,000","151,130,000",854
254,음식/요리/레시피,입짧은햇님,"1,740,000","700,640,000","2,533"
253,TV/방송,dingo freestyle,"1,740,000","1,023,460,000",962
258,애완/반려동물,내셔널지오그래픽 - National Geographic Korea,"1,720,000","753,870,000","3,109"
257,패션/미용,조효진 HYOJIN,"1,720,000","172,200,000",314
260,음악/댄스/가수,THE BOYZ,"1,700,000","332,420,000",536
259,BJ/인물/연예인,보물섬,"1,700,000","1,158,530,000",463
262,게임,양띵 유튜브,"1,690,000","1,918,710,000","7,428"
261,애완/반려동물,슈앤트리 SHU AND TREE,"1,690,000","370,570,000",379
265,음악/댄스/가수,OfficialLEEHI,"1,680,000","375,040,000",105
264,키즈/어린이,대문밖장덕대,"1,680,000","801,960,000","1,648"
263,영화/만화/애니,지무비 : G Movie,"1,680,000","586,050,000",270
267,주식/경제/부동산,신사임당,"1,660,000","233,810,000","1,114"
266,음악/댄스/가수,DJ SODA OFFICIAL,"1,650,000","228,160,000",160
270,스포츠/운동,SPOTV,"1,640,000","1,438,680,000","40,863"
269,게임,대도서관TV (buzzbean11),"1,640,000","1,437,850,000","9,520"
268,TV/방송,콬TV,"1,640,000","555,800,000",790
271,TV/방송,문명특급 - MMTG,"1,630,000","384,570,000",263
275,뉴스/정치/사회,EBSCulture (EBS 교양),"1,620,000","1,207,740,000","42,106"
274,음악/댄스/가수,AOMGOFFICIAL,"1,620,000","375,170,000",363
273,키즈/어린이,유라야놀자(Let's play YURA),"1,620,000","1,715,880,000","1,457"
272,BJ/인물/연예인,더블비,"1,620,000","980,580,000",472
279,미분류,INTHESOOP_TV,"1,610,000","34,780,000",42
278,음악/댄스/가수,GOT7,"1,610,000","22,320,000",3
277,주식/경제/부동산,삼프로TV_경제의신과함께,"1,610,000","495,120,000","6,344"
276,음식/요리/레시피,슈기님,"1,610,000","639,860,000","1,422"
281,음악/댄스/가수,PENTAGON 펜타곤 (Official YouTube Channel),"1,600,000","229,020,000",426
280,음식/요리/레시피,HONG SOUND,"1,600,000","381,710,000","1,025"
283,뉴스/정치/사회,디글 클래식 :Diggle Classic,"1,590,000","3,764,480,000","23,595"
282,패션/미용,Leesuhyun,"1,590,000","73,530,000",101
287,TV/방송,KBS 한국방송,"1,580,000","1,472,880,000","28,772"
286,음식/요리/레시피,ETTV 이티티비,"1,580,000","672,610,000","1,088"
285,음악/댄스/가수,NU'EST,"1,580,000","236,990,000",656
284,게임,뜨뜨뜨뜨,"1,580,000","746,450,000","1,517"
288,TV/방송,조재원,"1,570,000","409,380,000",291
291,애완/반려동물,[THE SOY]루퐁이네,"1,560,000","477,930,000",351
290,음악/댄스/가수,DOJIN도진이,"1,560,000","84,190,000",52
289,뉴스/정치/사회,진성호방송,"1,560,000","2,015,860,000","8,524"
294,TV/방송,MBN Entertainment,"1,550,000","1,565,600,000","40,884"
293,키즈/어린이,지니키즈 Genikids (인기 동요・동화),"1,550,000","1,226,770,000","1,230"
292,음악/댄스/가수,Daily Busking,"1,550,000","616,400,000",968
297,음식/요리/레시피,승우아빠,"1,540,000","463,250,000",631
296,음식/요리/레시피,최고다윽박EUGBAK,"1,540,000","872,030,000","1,586"
295,음악/댄스/가수,버블디아,"1,540,000","411,490,000","1,208"
298,게임,김재원의 즐거운 세상,"1,530,000","1,691,080,000","1,939"
299,키즈/어린이,Edu car toy school,"1,520,000","790,950,000","1,300"
304,뉴스/정치/사회,KBS Drama Classic,"1,510,000","1,387,070,000","9,636"
303,키즈/어린이,브라보키즈_BRAVO KIDS,"1,510,000","1,559,320,000","1,824"
302,패션/미용,ssin 씬님,"1,510,000","439,700,000",706
301,게임,태경 TV,"1,510,000","2,219,720,000","2,613"
300,음식/요리/레시피,[Nareum_TV] 나름TV,"1,510,000","552,900,000",839
305,게임,T1 Faker,"1,500,000","287,050,000","1,224"
306,음악/댄스/가수,FNCEnt,"1,490,000","319,760,000","1,455"
311,BJ/인물/연예인,[상윤쓰]Sangyoon,"1,480,000","305,920,000",163
310,음악/댄스/가수,시즌비시즌 Season B Season,"1,480,000","165,960,000",71
309,취미/라이프,피식대학Psick Univ,"1,480,000","409,620,000",436
308,음식/요리/레시피,칩chip,"1,480,000","200,600,000",35
307,BJ/인물/연예인,웃소 Wootso,"1,480,000","1,448,940,000",731
312,BJ/인물/연예인,JAYKEEOUT,"1,470,000","208,110,000",224
